,Unnamed: 0,EmbryoID,Position,Membrane signal,Cytoplasmic signal
0,0,0,0,58.97685,-6.3675065
1,1,0,1,37.70785,-6.3675065
2,2,0,2,-19.918432,-6.3675065
3,3,0,3,-19.918432,-6.3675065
4,4,0,4,-19.918434,-6.3675065
5,5,0,5,-19.918432,-6.3675065
6,6,0,6,-19.918432,-6.3675065
7,7,0,7,-19.918434,-6.3675065
8,8,0,8,-19.918432,-6.3675065
9,9,0,9,-19.918432,-6.3675065
10,10,0,10,19.419004,-6.3675065
11,11,0,11,395.94864,-6.3675065
12,12,0,12,-19.918432,-6.3675065
13,13,0,13,-19.918432,-6.3675065
14,14,0,14,-19.918434,-6.3675065
15,15,0,15,-19.918434,-6.3675065
16,16,0,16,-19.918432,-6.3675065
17,17,0,17,-19.918432,-6.3675065
18,18,0,18,-19.918434,-6.3675065
19,19,0,19,-19.918432,-6.3675065
20,20,0,20,-19.918432,-6.3675065
21,21,0,21,-19.918434,-6.3675065
22,22,0,22,-19.918432,-6.3675065
23,23,0,23,-19.918432,-6.3675065
24,24,0,24,-19.918434,-6.3675065
25,25,0,25,-19.918432,-6.3675065
26,26,0,26,-19.918432,-6.3675065
27,27,0,27,-19.918432,-6.3675065
28,28,0,28,-19.918434,-6.3675065
29,29,0,29,-19.918432,-6.3675065
30,30,0,30,308.91626,-6.3675065
31,31,0,31,-19.918432,-6.3675065
32,32,0,32,-19.918434,-6.3675065
33,33,0,33,-19.918432,-6.3675065
34,34,0,34,-19.918432,-6.3675065
35,35,0,35,-19.918432,-6.3675065
36,36,0,36,-19.918432,-6.3675065
37,37,0,37,-19.918432,-6.3675065
38,38,0,38,-19.918434,-6.3675065
39,39,0,39,-19.918432,-6.3675065
40,40,0,40,-19.918434,-6.3675065
41,41,0,41,-19.918432,-6.3675065
42,42,0,42,-19.918432,-6.3675065
43,43,0,43,-19.918434,-6.3675065
44,44,0,44,-19.918432,-6.3675065
45,45,0,45,-19.918432,-6.3675065
